occ_code,occ_title,group_code,group_name,employment,adoption_discount,amplification_multiplier,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18
8124,Metal working machine operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,3,1,2,0,8,0,3,1,3,3,0,50,18
8125,Water and sewerage plant operatives (duplicate),81,"Process, Plant & Machine Operatives",40308,0.6,1,3,2,2,3,3,5,2,2,0,8,0,5,1,3,3,0,30,28
8126,Rubber process operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,45,24
8131,Assemblers (electrical and electronic products),81,"Process, Plant & Machine Operatives",40308,0.6,1,3,1,1,2,2,5,1,2,0,8,0,3,1,3,3,0,48,17
8132,Assemblers (vehicles and metal goods),81,"Process, Plant & Machine Operatives",40308,0.6,1,3,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,48,20
8133,Routine inspectors and testers,81,"Process, Plant & Machine Operatives",40308,0.6,1,5,2,2,2,3,15,2,2,0,10,0,5,1,3,3,0,30,15
8134,"Weighers, graders and sorters",81,"Process, Plant & Machine Operatives",40308,0.6,1,5,1,1,2,3,15,1,2,0,3,0,2,1,3,2,0,30,29
8135,"Tyre, exhaust and windscreen fitters",81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,3,2,2,1,5,0,5,0,3,2,3,3,0,40,27
8139,Assemblers and routine operatives n.e.c.,81,"Process, Plant & Machine Operatives",40308,0.6,1,3,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,45,23
8141,"Scaffolders, stagers and riggers",81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,1,2,1,2,0,5,0,5,1,3,3,0,25,46
8142,Road construction operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,1,2,1,2,0,3,0,3,1,3,3,0,20,55
8143,Rail construction and maintenance operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,3,1,3,1,2,0,5,0,3,1,3,3,0,25,46
8149,Construction operatives n.e.c.,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,2,1,2,0,3,0,3,1,3,3,0,25,49
8160,"Production, factory and assembly supervisors",81,"Process, Plant & Machine Operatives",40308,0.6,1,3,3,3,5,5,5,3,3,0,8,0,8,3,5,18,0,18,10
8211,Large goods vehicle drivers,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,2,1,1,1,3,0,2,0,3,1,2,1,0,8,71
8212,Bus and coach drivers,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,2,1,1,1,5,0,2,0,3,1,2,1,0,8,69
8213,Taxi and cab drivers and chauffeurs,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,3,1,1,1,12,0,2,0,3,2,2,1,0,5,63
8214,Delivery drivers and couriers,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,3,1,2,1,5,0,2,0,2,1,2,1,0,8,68
8219,Road transport drivers n.e.c.,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,2,1,1,1,3,0,2,0,3,1,2,1,0,8,71
8221,Crane drivers,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,2,1,2,1,2,0,5,0,5,1,3,3,0,25,46
8222,Fork-lift truck drivers,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,2,1,2,1,2,0,3,0,3,1,2,2,0,20,57
8229,Mobile machine drivers and operatives n.e.c.,82,Transport & Mobile Machine Drivers & Operatives,143625,0.6,1,2,1,1,2,1,2,1,2,0,3,0,3,1,3,2,0,20,56
9111,Farm workers,91,Elementary Trades & Related Occupations,59750,0.6,1,2,1,1,2,1,2,1,2,0,2,0,2,1,2,1,0,20,60
9112,Forestry workers,91,Elementary Trades & Related Occupations,59750,0.6,1,2,1,1,2,1,2,1,2,0,2,0,2,1,2,1,0,20,60
9119,Fishing and other elementary agriculture occupations n.e.c.,91,Elementary Trades & Related Occupations,59750,0.6,1,2,1,1,2,1,2,1,2,0,2,0,2,1,2,1,0,18,62
9120,Elementary construction occupations,91,Elementary Trades & Related Occupations,59750,0.6,1,2,1,1,2,1,2,1,2,0,2,0,2,1,2,2,0,20,59
9121,Groundworkers,91,Elementary Trades & Related Occupations,59750,0.6,1,2,1,1,2,1,2,1,2,0,2,0,2,1,2,2,0,18,61
9131,Industrial cleaning process occupations,91,Elementary Trades & Related Occupations,59750,0.6,1,2,1,1,2,1,2,1,2,0,2,0,2,1,2,2,0,20,59
9132,"Packers, bottlers, canners and fillers",91,Elementary Trades & Related Occupations,59750,0.6,1,3,1,1,2,1,5,1,2,0,2,0,2,1,2,2,0,25,50
9139,Elementary process plant occupations n.e.c.,91,Elementary Trades & Related Occupations,59750,0.6,1,2,1,1,2,1,2,1,2,0,2,0,2,1,2,2,0,22,57
9211,"Postal workers, mail sorters and messengers",92,Elementary Administration & Service Occupations,94680,0.55,1,5,2,1,3,1,8,1,5,0,2,0,2,1,2,2,0,15,50
9212,Elementary administration occupations n.e.c.,92,Elementary Administration & Service Occupations,94680,0.55,1,10,5,2,3,2,8,2,8,0,2,0,2,1,2,3,0,15,35
9221,Hospital porters,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,3,1,2,1,5,0,2,0,2,1,2,2,8,20,47
9222,Hotel porters,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,3,1,2,1,10,0,2,0,2,1,2,2,5,20,45
9223,Kitchen and catering assistants,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,2,1,2,1,5,0,2,0,2,1,2,2,0,25,51
9224,Waiters and waitresses,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,3,1,2,1,20,0,2,0,2,2,2,2,0,15,44
9225,Bar staff,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,3,2,2,1,18,0,2,0,2,2,2,2,0,15,45
9226,Leisure and theme park attendants,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,3,1,2,1,15,0,2,1,2,1,2,2,5,18,41
9229,Elementary personal services occupations n.e.c.,92,Elementary Administration & Service Occupations,94680,0.55,1,3,2,1,3,1,3,1,10,0,2,0,2,1,3,2,5,18,43
9231,Window cleaners,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,2,1,1,1,5,0,2,0,2,1,2,1,0,15,63
9232,Cleaners and domestics,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,2,1,2,1,3,0,2,0,2,1,2,2,0,18,60
9233,Exam invigilators,92,Elementary Administration & Service Occupations,94680,0.55,1,3,2,1,5,1,3,1,5,0,1,0,2,1,5,5,5,10,50
9234,"Launderers, dry cleaners and pressers",92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,2,1,2,1,3,0,3,0,2,1,2,2,0,30,47
9241,Security guards and related occupations,92,Elementary Administration & Service Occupations,94680,0.55,1,3,2,1,3,1,3,1,8,0,3,0,5,2,2,3,0,15,48
9242,School midday and crossing patrol occupations,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,3,1,2,1,8,0,1,0,2,1,3,2,15,12,45
9249,Elementary security occupations n.e.c.,92,Elementary Administration & Service Occupations,94680,0.55,1,3,2,1,3,1,3,1,5,0,2,0,3,2,2,3,0,15,54
9251,Elementary storage supervisors,92,Elementary Administration & Service Occupations,94680,0.55,1,3,3,2,5,3,5,2,5,0,2,0,3,2,3,15,0,18,29
9252,Warehouse operatives,92,Elementary Administration & Service Occupations,94680,0.55,1,3,1,1,2,1,5,1,2,0,2,0,2,1,2,2,0,25,50
9253,Delivery operatives,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,3,1,3,1,5,0,2,0,2,1,2,1,0,15,60
9259,Elementary storage occupations n.e.c.,92,Elementary Administration & Service Occupations,94680,0.55,1,3,1,1,2,1,5,1,2,0,2,0,2,1,2,2,0,25,50
9261,Bar and catering supervisors,92,Elementary Administration & Service Occupations,94680,0.55,1,3,3,2,5,3,3,2,15,0,2,0,5,3,3,15,0,15,21
9266,Coffee shop workers,92,Elementary Administration & Service Occupations,94680,0.55,1,3,1,1,3,2,2,1,18,0,2,0,2,2,2,2,0,20,39
9271,Road sweepers,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,2,1,1,1,2,0,1,0,1,1,2,1,0,10,73
9272,Refuse and salvage occupations,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,2,1,2,1,2,0,1,0,1,1,2,1,0,12,70
9279,Elementary cleaning occupations n.e.c.,92,Elementary Administration & Service Occupations,94680,0.55,1,2,1,1,2,1,2,1,3,0,2,0,2,1,2,2,0,15,63
